;code_postal_unique;Commune;quota_region;quota_tuu
4568;51600;SOUAIN-PERTHES-LES-HURLUS;4;1
10618;51600;JONCHERY-SUR-SUIPPE;4;1
2720;51600;AUBERIVE;4;1
8985;51600;SAINT-SOUPLET-SUR-PY;4;1
1569;51600;SAINT-HILAIRE-LE-GRAND;4;1
35612;51600;SAINTE-MARIE-A-PY;4;1
29423;51600;LA CHEPPE;4;1
4593;51600;SOMMEPY-TAHURE;4;1
23586;51600;LAVAL-SUR-TOURBE;4;1
9132;51600;SOMME-TOURBE;4;1
34329;51600;SUIPPES;4;2
7701;51600;SOMME-SUIPPE;4;1
11004;51600;SAINT-JEAN-SUR-TOURBE;4;1
21812;51600;BUSSY-LE-CHATEAU;4;1
2007;51600;SAINT-REMY-SUR-BUSSY;4;1
33646;51600;LA CROIX-EN-CHAMPAGNE;4;1
20604;51700;BASLIEUX-SOUS-CHATILLON;4;1
31816;51700;BINSON-ET-ORQUIGNY;4;1
3917;51700;SAINTE-GEMME;4;1
32675;51700;JONQUERY;4;1
21624;51700;IGNY-COMBLIZY;4;1
30721;51700;CHATILLON-SUR-MARNE;4;1
31987;51700;VERNEUIL;4;1
13072;51700;NESLE-LE-REPONS;4;1
5172;51700;CHAMPVOISY;4;1
2301;51700;ANTHENAY;4;1
18140;51700;TROISSY;4;1
3870;51700;COURTHIEZY;4;1
10939;51700;VANDIERES;4;1
32854;51700;PASSY-GRIGNY;4;1
20625;51700;MAREUIL-LE-PORT;4;1
11406;51700;CUISLES;4;1
1222;51700;VILLERS-SOUS-CHATILLON;4;1
3591;51700;FESTIGNY;4;1
25098;51700;LEUVRIGNY;4;1
34162;51700;DORMANS;4;2
25992;51700;VINCELLES;4;1
16384;51700;OLIZY;4;1
23407;51800;MASSIGES;4;1
9646;51800;WARGEMOULIN-HURLUS;4;1
28679;51800;AUVE;4;1
32815;51800;SOMME-BIONNE;4;1
15375;51800;BRAUX-SAINTE-COHIERE;4;1
30965;51800;FLORENT-EN-ARGONNE;4;1
26412;51800;GRATREUIL;4;1
17546;51800;COURTEMONT;4;1
4100;51800;ELISE-DAUCOURT;4;1
31609;51800;CERNAY-EN-DORMOIS;4;1
11697;51800;FONTAINE-EN-DORMOIS;4;1
15137;51800;VILLERS-EN-ARGONNE;4;1
29578;51800;MINAUCOURT-LE-MESNIL-LES-HURLUS;4;1
36538;51800;SAINTE-MENEHOULD;4;2
21476;51800;MAFFRECOURT;4;1
35591;51800;BERZIEUX;4;1
7485;51800;VALMY;4;1
7700;51800;VIRGINY;4;1
3325;51800;LA CHAPELLE-FELCOURT;4;1
20381;51800;VIENNE-LA-VILLE;4;1
18046;51800;MOIREMONT;4;1
32456;51800;ARGERS;4;1
13198;51800;LA NEUVILLE-AU-PONT;4;1
7953;51800;VILLE-SUR-TOURBE;4;1
13012;51800;PASSAVANT-EN-ARGONNE;4;1
4241;51800;CHAUDEFONTAINE;4;1
1812;51800;VERRIERES;4;1
18314;51800;HANS;4;1
16950;51800;SERVON-MELZICOURT;4;1
20181;51800;BINARVILLE;4;1
19920;51800;MALMY;4;1
7242;51800;LE CHEMIN;4;1
27278;51800;BRAUX-SAINT-REMY;4;1
34428;51800;ECLAIRES;4;1
29729;51800;VIENNE-LE-CHATEAU;4;1
34226;51800;SAINT-THOMAS-EN-ARGONNE;4;1
26722;51800;SIVRY-ANTE;4;1
31838;51800;SAINT-MARD-SUR-AUVE;4;1
20215;51800;GIZAUCOURT;4;1
24546;51800;DOMMARTIN-SOUS-HANS;4;1
30473;51800;ROUVROY-RIPONT;4;1
4545;51800;VOILEMONT;4;1
12877;51800;CHATRICES;4;1
32399;51800;DOMMARTIN-DAMPIERRE;4;1
10379;52000;SEMOUTIERS-MONTSAON;4;1
29830;52000;LAVILLE-AUX-BOIS;4;1
29152;52000;VILLIERS-LE-SEC;4;1
10525;52000;VERBIESLES;4;1
29102;52000;RIAUCOURT;4;1
20419;52000;CONDES;4;1
22295;52000;TREIX;4;1
5888;52000;LUZY-SUR-MARNE;4;1
29919;52000;EUFFIGNEIX;4;1
20942;52000;BUXIERES-LES-VILLIERS;4;1
3940;52000;BRETHENAY;4;1
21855;52000;JONCHERY;4;1
28619;52000;CHAMARANDES-CHOIGNES;4;3
23266;52000;NEUILLY-SUR-SUIZE;4;1
18423;52000;CHAUMONT;4;3
4806;52100;HALLIGNICOURT;4;1
20684;52100;VILLIERS-EN-LIEU;4;1
24726;52100;SAPIGNICOURT;4;1
29740;52100;SAINT-EULIEN;4;1
12999;52100;VALCOURT;4;3
640;52100;CHANCENAY;4;3
17871;52100;BETTANCOURT-LA-FERREE;4;3
28616;52100;SAINT-DIZIER;4;3
17597;52100;PERTHES;4;1
13695;52100;LANEUVILLE-AU-PONT;4;1
22010;52100;MOESLAINS;4;3
29748;52110;TREMILLY;4;1
29275;52110;CHARMES-LA-GRANDE;4;1
35678;52110;ARNANCOURT;4;1
8342;52110;NULLY;4;1
24320;52110;DAILLANCOURT;4;1
13515;52110;LESCHERES-SUR-LE-BLAISERON;4;1
4999;52110;CHARMES-EN-L'ANGLE;4;1
23232;52110;DOMMARTIN-LE-FRANC;4;1
30573;52110;BEURVILLE;4;1
18272;52110;COURCELLES-SUR-BLAISE;4;1
10679;52110;DOULEVANT-LE-CHATEAU;4;1
27041;52110;DOMMARTIN-LE-SAINT-PERE;4;1
28097;52110;AMBONVILLE;4;1
25204;52110;BAUDRECOURT;4;1
10800;52110;MORANCOURT;4;1
24;52110;BOUZANCOURT;4;1
6609;52110;FLAMMERECOURT;4;1
12758;52110;MERTRUD;4;1
7471;52110;BLUMERAY;4;1
12918;52110;BRACHAY;4;1
18665;52110;CIREY-SUR-BLAISE;4;1
24496;52120;SILVAROUVRES;4;1
16960;52120;BRAUX-LE-CHATEL;4;1
22098;52120;LAFERTE-SUR-AUBE;4;1
1245;52120;PONT-LA-VILLE;4;1
19498;52120;AIZANVILLE;4;1
3170;52120;RICHEBOURG;4;1
22759;52120;LANTY-SUR-AUBE;4;1
36217;52120;AUTREVILLE-SUR-LA-RENNE;4;1
14977;52120;ORGES;4;1
4800;52120;CHATEAUVILLAIN;4;1
28611;52120;VILLARS-EN-AZOIS;4;1
7793;52120;BRICON;4;1
4367;52120;BLESSONVILLE;4;1
1879;52120;LATRECEY-ORMOY-SUR-AUBE;4;1
31003;52120;DINTEVILLE;4;1
23521;52130;FAYS;4;1
17213;52130;BAILLY-AUX-FORGES;4;1
2171;52130;RACHECOURT-SUZEMONT;4;1
11688;52130;MONTREUIL-SUR-BLAISE;4;1
15993;52130;VALLERET;4;1
29586;52130;TROISFONTAINES-LA-VILLE;4;1
31332;52130;DOMBLAIN;4;1
23775;52130;BROUSSEVAL;4;2
12378;52130;MAGNEUX;4;1
6051;52130;SOMMANCOURT;4;1
7090;52130;VOILLECOMTE;4;1
35910;52130;ALLICHAMPS;4;1
27485;52130;ATTANCOURT;4;1
34618;52130;WASSY;4;2
11528;52130;VILLE-EN-BLAISOIS;4;1
19329;52130;DOULEVANT-LE-PETIT;4;1
28707;52130;VAUX-SUR-BLAISE;4;1
5930;52130;LOUVEMONT;4;1
34940;52140;DAMMARTIN-SUR-MEUSE;4;1
7189;52140;RANCONNIERES;4;1
24305;52140;AVRECOURT;4;1
9027;52140;SARREY;4;1
30362;52140;IS-EN-BASSIGNY;4;1
24729;52140;CHAUFFOURT;4;1
32948;52140;VAL-DE-MEUSE;4;1
29655;52140;SAULXURES;4;1
9883;52140;LAVILLENEUVE;4;1
1617;52140;LAVERNOY;4;1
12496;52140;RANGECOURT;4;1
26519;52150;HACOURT;4;1
27030;52150;GERMAINVILLIERS;4;1
30002;52150;SOMMERECOURT;4;1
32301;52150;GRAFFIGNY-CHEMIN;4;1
13747;52150;HARREVILLE-LES-CHANTEURS;4;1
16424;52150;CHAMPIGNEULLES-EN-BASSIGNY;4;1
29444;52150;DONCOURT-SUR-MEUSE;4;1
21874;52150;VAUDRECOURT;4;1
9216;52150;SOULAUCOURT-SUR-MOUZON;4;1
18886;52150;LEVECOURT;4;1
28949;52150;ILLOUD;4;1
26777;52150;HUILLIECOURT;4;1
36261;52150;BOURG-SAINTE-MARIE;4;1
34792;52150;SAINT-THIEBAULT;4;1
13487;52150;GONCOURT;0;0
13219;52150;MALAINCOURT-SUR-MEUSE;4;1
28278;52150;NIJON;0;0
17821;52150;BOURMONT;4;1
20311;52150;BRAINVILLE-SUR-MEUSE;4;1
17217;52150;OUTREMECOURT;4;1
16722;52150;CHAUMONT-LA-VILLE;4;1
25014;52150;ROMAIN-SUR-MEUSE;4;1
12342;52160;VILLARS-SANTENOGE;4;1
21989;52160;POINSON-LES-GRANCEY;4;1
20885;52160;AUBERIVE;4;1
4104;52160;AULNOY-SUR-AUBE;4;1
6161;52160;COLMIER-LE-BAS;4;1
7061;52160;MOUILLERON;4;1
17586;52160;COLMIER-LE-HAUT;4;1
3513;52160;VIVEY;4;1
28848;52160;CHALANCEY;4;1
35196;52160;POINSENOT;4;1
29287;52160;ROUELLES;4;1
32587;52160;BAY-SUR-AUBE;4;1
34998;52160;PRASLAY;4;1
21747;52160;GERMAINES;4;1
16835;52160;VITRY-EN-MONTAGNE;4;1
1006;52160;VAILLANT;4;1
24412;52160;PERROGNEY-LES-FONTAINES;4;1
22562;52160;ROUVRES-SUR-AUBE;4;1
32862;52160;ARBOT;4;1
29310;52160;VALS-DES-TILLES;4;1
2504;52170;FONTAINES-SUR-MARNE;4;1
13230;52170;NARCY;4;1
32302;52170;RACHECOURT-SUR-MARNE;4;1
34547;52170;CHEVILLON;4;1
3615;52170;BAYARD-SUR-MARNE;4;1
20310;52190;VILLIERS-LES-APREY;4;1
31643;52190;VILLEGUSIEN-LE-LAC;4;1
9294;52190;AUJEURRES;4;1
30246;52190;LE VAL-D'ESNOMS;4;1
34620;52190;VESVRES-SOUS-CHALANCEY;4;1
25742;52190;PRAUTHOY;4;1
30961;52190;OCCEY;4;1
31729;52190;CUSEY;4;1
29786;52190;MONTSAUGEON;0;0
26817;52190;RIVIERE-LES-FOSSES;4;1
27897;52190;CHOILLEY-DARDENAY;4;1
29636;52190;CHASSIGNY;4;1
32917;52190;ISOMES;4;1
5464;52190;SAINT-BROINGT-LE-BOIS;4;1
1396;52190;DOMMARIEN;4;1
33251;52190;VAUX-SOUS-AUBIGNY;0;0
18760;52190;SAINT-BROINGT-LES-FOSSES;4;1
6075;52190;LEUCHEY;4;1
31331;52200;ORMANCEY;4;1
29866;52200;SAINT-MARTIN-LES-LANGRES;4;1
5257;52200;NOIDANT-LE-ROCHEUX;4;1
31840;52200;MARDOR;4;1
7049;52200;SAINT-MAURICE;4;1
33347;52200;COURCELLES-EN-MONTAGNE;4;1
2683;52200;CHAMPIGNY-LES-LANGRES;4;2
19144;52200;CHATENAY-MACHERON;4;1
21576;52200;VOISINES;4;1
34164;52200;PERRANCEY-LES-VIEUX-MOULINS;4;1
18297;52200;BRENNES;4;1
35398;52200;SAINTS-GEOSMES;4;2
12253;52200;BALESMES-SUR-MARNE;0;0
11603;52200;VAUXBONS;4;1
26069;52200;HUMES-JORQUENAY;4;1
18683;52200;SAINT-VALLIER-SUR-MARNE;4;1
17935;52200;LANGRES;4;2
27284;52200;SAINT-CIERGUES;4;1
23993;52200;BOURG;4;1
16012;52200;PEIGNEY;4;1
11878;52210;AUBEPIERRE-SUR-AUBE;4;1
29118;52210;TERNAT;4;1
16574;52210;VILLIERS-SUR-SUIZE;4;1
19113;52210;BUGNIERES;4;1
22057;52210;ROCHETAILLEE;4;1
16751;52210;GIEY-SUR-AUJON;4;1
15604;52210;DANCEVOIR;4;1
4864;52210;SAINT-LOUP-SUR-AUJON;4;1
9709;52210;LEFFONDS;4;1
20219;52210;COUPRAY;4;1
28704;52210;ARC-EN-BARROIS;4;1
22765;52210;COUR-L'EVEQUE;4;1
32882;52220;DROYES;0;0
33743;52220;MONTIER-EN-DER;4;2
13845;52220;PUELLEMONTIER;4;1
2251;52220;SOMMEVOIRE;4;1
18349;52220;LONGEVILLE-SUR-LA-LAINES;0;0
14274;52220;PLANRUPT;4;1
16461;52220;LOUZE;0;0
210;52220;FRAMPAS;4;1
18342;52220;LANEUVILLE-A-REMY;4;1
34600;52220;THILLEUX;4;1
22511;52220;ROBERT-MAGNY;0;0
14312;52220;CEFFONDS;4;2
24696;52230;GERMISAY;4;1
1556;52230;PANSEY;4;1
4087;52230;SAILLY;4;1
28693;52230;EPIZON;4;1
32559;52230;CIRFONTAINES-EN-ORNOIS;4;1
20912;52230;THONNANCE-LES-MOULINS;4;1
12919;52230;AINGOULAINCOURT;4;1
7346;52230;ECHENAY;4;1
31017;52230;POISSONS;4;1
2770;52230;GERMAY;4;1
33255;52230;LEZEVILLE;4;1
10031;52230;MONTREUIL-SUR-THONNANCE;4;1
29336;52230;ANNONVILLE;4;1
21665;52230;NONCOURT-SUR-LE-RONGEANT;4;1
29799;52230;GILLAUME;4;1
12696;52230;SAUDRON;4;1
15894;52240;AUDELONCOURT;4;1
18035;52240;CLEFMONT;4;1
15524;52240;BREUVANNES-EN-BASSIGNY;4;1
14838;52240;THOL-LES-MILLIERES;4;1
33437;52240;MERREY;4;1
35746;52240;NOYERS;4;1
790;52240;PERRUSSE;4;1
33879;52240;BASSONCOURT;4;1
25957;52240;MILLIERES;4;1
18533;52240;CUVES;4;1
4843;52240;LONGCHAMP;4;1
28953;52240;MENNOUVEAUX;4;1
7534;52240;BUXIERES-LES-CLEFMONT;4;1
21054;52240;DAILLECOURT;4;1
31050;52240;VRONCOURT-LA-COTE;4;1
24471;52240;MAISONCELLES;4;1
30411;52240;CHOISEUL;4;1
1367;52250;VERSEILLES-LE-BAS;4;1
25866;52250;BAISSEY;4;1
6935;52250;FLAGEY;4;1
6311;52250;APREY;4;1
5434;52250;LONGEAU-PERCEY;4;1
30881;52250;VERSEILLES-LE-HAUT;4;1
34334;52250;ORCEVAUX;4;1
15709;52260;ROLAMPONT;4;1
7532;52260;MARAC;4;1
7447;52260;BEAUCHEMIN;4;1
15532;52260;CHANOY;4;1
3173;52260;FAVEROLLES;4;1
29453;52270;DOMREMY-LANDEVILLE;4;1
9702;52270;ROCHES-BETTAINCOURT;4;1
10033;52270;DOULAINCOURT-SAUCOURT;4;1
11656;52270;PAUTAINES-AUGEVILLE;0;0
35068;52290;ECLARON-BRAUCOURT-SAINTE-LIVIERE;4;1
34862;52290;HUMBECOURT;4;1
3970;52300;CHATONRUPT-SOMMERMONT;4;1
3583;52300;ROUVROY-SUR-MARNE;4;1
20789;52300;SUZANNECOURT;4;2
23374;52300;VAUX-SUR-SAINT-URBAIN;4;1
29365;52300;FERRIERE-ET-LAFOLIE;4;1
5934;52300;GUINDRECOURT-AUX-ORMES;4;1
10268;52300;AUTIGNY-LE-GRAND;4;1
29798;52300;FRONVILLE;4;1
32135;52300;MATHONS;4;1
1244;52300;JOINVILLE;4;2
7380;52300;EFFINCOURT;4;1
24577;52300;OSNE-LE-VAL;4;1
13902;52300;THONNANCE-LES-JOINVILLE;4;2
10420;52300;NOMECOURT;4;1
34528;52300;SAINT-URBAIN-MACONCOURT;4;1
19176;52300;RUPT;4;2
19282;52300;DONJEUX;4;1
16028;52300;PAROY-SUR-SAULX;4;1
35741;52300;BLECOURT;4;1
8995;52300;VECQUEVILLE;4;2
23638;52300;AUTIGNY-LE-PETIT;4;1
7555;52300;MAIZIERES;4;1
12443;52300;CUREL;4;1
30153;52300;MUSSEY-SUR-MARNE;4;1
14451;52310;ORMOY-LES-SEXFONTAINES;4;1
23571;52310;VIEVILLE;4;1
28135;52310;VRAINCOURT;4;1
28106;52310;OUDINCOURT;4;1
5584;52310;BOLOGNE;4;1
13813;52310;LAMANCINE;4;1
24920;52310;MEURES;4;1
2522;52310;ANNEVILLE-LA-PRAIRIE;4;1
3427;52320;VOUECOURT;4;1
15148;52320;FRONCLES;4;1
28242;52320;ROUECOURT;4;1
12778;52320;VIGNORY;4;1
4356;52320;GUDMONT-VILLIERS;4;1
28587;52320;MIRBEL;4;1
1348;52320;CERISIERES;4;1
5519;52320;SONCOURT-SUR-MARNE;4;1
34622;52320;MARBEVILLE;4;1
16996;52320;LA GENEVROYE;4;1
13921;52330;CURMONT;4;1
20478;52330;MONTHERIES;4;1
33233;52330;GUINDRECOURT-SUR-BLAISE;4;1
31482;52330;SEXFONTAINES;4;1
2884;52330;LAMOTHE-EN-BLAISY;0;0
1573;52330;JUZENNECOURT;4;1
14261;52330;VAUDREMONT;4;1
13324;52330;LAVILLENEUVE-AU-ROI;4;1
20580;52330;BLAISY;4;1
3595;52330;RIZAUCOURT-BUCHEY;4;1
10453;52330;GILLANCOURT;4;1
35783;52330;LACHAPELLE-EN-BLAISY;4;1
29587;52330;COLOMBEY-LES-DEUX-EGLISES;4;1
4578;52340;AGEVILLE;4;1
1841;52340;ESNOUVEAUX;4;1
3785;52340;BIESLES;4;1
11758;52360;CELLES-EN-BASSIGNY;4;1
87;52360;ANDILLY-EN-BASSIGNY;4;1
23090;52360;BANNES;4;1
18617;52360;BONNECOURT;4;1
31818;52360;CHATENAY-VAUDIN;4;1
27056;52360;POISEUL;4;1
2012;52360;LECEY;4;1
12936;52360;CHARMES;4;1
20237;52360;ORBIGNY-AU-VAL;4;1
21424;52360;MARCILLY-EN-BASSIGNY;4;1
18922;52360;PLESNOY;4;1
26658;52360;FRECOURT;4;1
31615;52360;ORBIGNY-AU-MONT;4;1
29761;52360;DAMPIERRE;4;1
7699;52360;NEUILLY-L'EVEQUE;4;1
10190;52360;CHANGEY;4;1
5093;52370;MARANVILLE;4;1
8532;52370;CIRFONTAINES-EN-AZOIS;4;1
9405;52370;RENNEPONT;4;1
10906;52400;PARNOY-EN-BASSIGNY;4;1
2407;52400;MELAY;4;1
241;52400;DAMREMONT;4;1
31551;52400;SERQUEUX;4;1
19352;52400;LE CHATELET-SUR-MEUSE;4;1
36206;52400;CHAMPIGNY-SOUS-VARENNES;4;1
36228;52400;NEUVELLE-LES-VOISEY;4;1
36240;52400;ENFONVELLE;4;1
9414;52400;CHEZEAUX;4;1
28950;52400;MONTCHARVOT;4;1
16108;52400;LANEUVELLE;4;1
35957;52400;VARENNES-SUR-AMANCE;4;1
8297;52400;VICQ;4;1
17700;52400;GUYONVELLE;4;1
24547;52400;AIGREMONT;4;1
8240;52400;VOISEY;4;1
24826;52400;LARIVIERE-ARNONCOURT;4;1
36107;52400;SOYERS;4;1
30618;52400;FRESNES-SUR-APANCE;4;1
9086;52400;COIFFY-LE-HAUT;4;1
10309;52400;COIFFY-LE-BAS;4;1
10923;52400;BOURBONNE-LES-BAINS;4;1
787;52410;EURVILLE-BIENVILLE;4;1
35808;52410;ROCHES-SUR-MARNE;4;1
25874;52410;CHAMOUILLEY;4;1
19705;52500;MAIZIERES-SUR-AMANCE;4;1
7121;52500;GENEVRIERES;4;1
25767;52500;SAVIGNY;4;1
11950;52500;CHAMPSEVRAINE;4;1
28395;52500;BIZE;4;1
15889;52500;VONCOURT;4;1
21535;52500;POINSON-LES-FAYL;4;1
26087;52500;GRENANT;4;1
32569;52500;PRESSIGNY;4;1
30901;52500;VELLES;4;1
22567;52500;BELMONT;4;1
16501;52500;ANROSEY;4;1
31315;52500;MAATZ;4;1
7277;52500;SAULLES;4;1
21102;52500;GILLEY;4;1
2064;52500;FAYL-BILLOT;4;1
21445;52500;PIERREMONT-SUR-AMANCE;4;1
22951;52500;VALLEROY;4;1
7771;52500;FARINCOURT;4;1
23082;52500;LAFERTE-SUR-AMANCE;4;1
28468;52500;ROUGEUX;4;1
18283;52500;LES LOGES;4;1
21256;52500;ARBIGNY-SOUS-VARENNES;4;1
36377;52500;PISSELOUP;4;1
21307;52500;COUBLANC;4;1
33900;52500;TORNAY;4;1
1984;52600;CHAUDENAY;4;1
11348;52600;CULMONT;4;2
22096;52600;HEUILLEY-COTTON;0;0
1046;52600;CHALINDREY;4;2
312;52600;PALAISEUL;4;1
20835;52600;CELSOY;4;1
22427;52600;COHONS;4;1
656;52600;HAUTE-AMANCE;4;1
21553;52600;NOIDANT-CHATENOY;4;1
24991;52600;LE PAILLY;4;1
13932;52600;RIVIERES-LE-BOIS;4;1
28591;52600;HEUILLEY-LE-GRAND;4;1
6628;52600;VIOLOT;4;1
10069;52600;GRANDCHAMP;4;1
19048;52600;TORCENAY;4;2
49;52700;SEMILLY;4;1
7572;52700;CONSIGNY;4;1
13666;52700;DARMANNES;4;1
13830;52700;ORQUEVAUX;4;1
20906;52700;SIGNEVILLE;4;1
10288;52700;ANDELOT-BLANCHEVILLE;4;1
29732;52700;FORCEY;4;1
32570;52700;CHALVRAINES;4;1
2806;52700;SAINT-BLIN;4;1
35760;52700;MONTOT-SUR-ROGNON;4;1
34047;52700;VESAIGNES-SOUS-LAFAUCHE;4;1
22194;52700;LIFFOL-LE-PETIT;4;1
19869;52700;MANOIS;4;1
5073;52700;MORIONVILLIERS;4;1
34836;52700;LEURVILLE;4;1
30495;52700;REYNEL;4;1
34243;52700;BUSSON;4;1
21488;52700;BRIAUCOURT;4;1
18611;52700;PREZ-SOUS-LAFAUCHE;4;1
760;52700;HUMBERVILLE;4;1
3335;52700;CHANTRAINES;4;1
15617;52700;OZIERES;4;1
10559;52700;BOURDONS-SUR-ROGNON;4;1
25886;52700;CHAMBRONCOURT;4;1
15931;52700;RIMAUCOURT;4;1
8803;52700;AILLIANVILLE;4;1
22747;52700;ECOT-LA-COMBE;4;1
4317;52700;CLINCHAMP;4;1
4816;52700;CIREY-LES-MAREILLES;4;1
1775;52700;ROCHEFORT-SUR-LA-COTE;4;1
24820;52700;VIGNES-LA-COTE;4;1
20058;52700;LAFAUCHE;4;1
2495;52700;MAREILLES;4;1
22631;52800;SARCEY;4;1
22187;52800;MANDRES-LA-COTE;4;1
10626;52800;LANQUES-SUR-ROGNON;4;1
8677;52800;LOUVIERES;4;1
20709;52800;POINSON-LES-NOGENT;4;1
14308;52800;NINVILLE;4;1
4498;52800;POULANGY;4;1
7697;52800;THIVET;4;1
18529;52800;NOGENT;4;2
18726;52800;FOULAIN;4;1
33240;52800;VITRY-LES-NOGENT;4;1
32251;52800;MARNAY-SUR-MARNE;4;1
14072;52800;VESAIGNES-SUR-MARNE;4;1
19948;53000;LAVAL;3;3
18701;53100;PARIGNE-SUR-BRAYE;3;2
18256;53100;CHATILLON-SUR-COLMONT;3;1
11254;53100;MOULAY;3;2
4449;53100;MAYENNE;3;2
20278;53100;CONTEST;3;1
30126;53100;SAINT-BAUDELLE;3;2
10038;53100;SAINT-GEORGES-BUTTAVENT;3;1
13074;53110;THUBOEUF;3;1
17170;53110;RENNES-EN-GRENOUILLES;3;1
8097;53110;LE HOUSSEAU-BRETIGNOLLES;3;1
14270;53110;SAINTE-MARIE-DU-BOIS;3;1
28341;53110;SAINT-JULIEN-DU-TERROUX;3;1
6052;53110;LASSAY-LES-CHATEAUX;3;1
29401;53120;LEVARE;3;1
1805;53120;GORRON;3;2
26458;53120;COLOMBIERS-DU-PLESSIS;3;1
7918;53120;SAINT-AUBIN-FOSSE-LOUVAIN;3;1
35727;53120;LESBOIS;3;1
15516;53120;HERCE;3;1
27527;53120;BRECE;3;1
29509;53120;CARELLES;3;1
31282;53120;VIEUVY;3;1
11888;53140;SAINT-CYR-EN-PAIL;3;1
22078;53140;SAINT-SAMSON;0;0
22480;53140;LIGNIERES-ORGERES;3;1
18967;53140;PRE-EN-PAIL;3;1
32446;53140;LA PALLU;3;1
27405;53140;SAINT-CALAIS-DU-DESERT;3;1
28175;53150;SAINT-CENERE;0;0
23551;53150;GESNES;3;1
3221;53150;LA CHAPELLE-RAINSOUIN;3;1
13135;53150;LIVET;3;1
4482;53150;SAINT-OUEN-DES-VALLONS;0;0
21917;53150;DEUX-EVAILLES;0;0
951;53150;MONTSURS;3;2
25444;53150;BREE;3;1
21441;53150;NEAU;3;1
26870;53150;SAINT-CHRISTOPHE-DU-LUAT;0;0
35872;53150;MONTOURTIER;0;0
18827;53160;SAINT-MARTIN-DE-CONNEE;0;0
11582;53160;VIMARCE;0;0
18348;53160;SAINT-THOMAS-DE-COURCERIERS;3;1
18762;53160;JUBLAINS;3;1
10383;53160;CHAMPGENETEUX;3;1
17886;53160;TRANS;3;1
4457;53160;HAMBERS;3;1
20596;53160;IZE;3;1
19154;53160;BAIS;3;1
23114;53160;SAINT-PIERRE-SUR-ORTHE;3;1
33794;53170;ARQUENAY;3;1
35835;53170;VILLIERS-CHARLEMAGNE;3;1
6348;53170;LA CROPTE;3;1
12049;53170;SAINT-DENIS-DU-MAINE;3;1
31122;53170;LE BIGNON-DU-MAINE;3;1
29380;53170;LA BAZOUGE-DE-CHEMERE;3;1
3519;53170;LE BURET;3;1
16099;53170;RUILLE-FROID-FONDS;3;1
5600;53170;MESLAY-DU-MAINE;3;2
35726;53170;MAISONCELLES-DU-MAINE;3;1
188;53170;SAINT-CHARLES-LA-FORET;3;1
25750;53170;BAZOUGERS;3;1
33280;53190;LA DOREE;3;1
14220;53190;FOUGEROLLES-DU-PLESSIS;3;1
24811;53190;DESERTINES;3;1
8673;53190;LANDIVY;3;1
36719;53200;GENNES-SUR-GLAIZE;3;1
16126;53200;LAIGNE;3;1
21294;53200;CHATEAU-GONTIER;3;2
584;53200;LONGUEFUYE;0;0
20402;53200;CHATELAIN;3;1
24591;53200;DAON;3;1
33114;53200;LOIGNE-SUR-MAYENNE;3;1
17581;53200;CHEMAZE;3;1
11729;53200;SAINT-FORT;0;0
27763;53200;MENIL;3;1
10649;53200;AMPOIGNE;0;0
24506;53200;AZE;0;0
5343;53200;COUDRAY;3;1
19369;53200;FROMENTIERES;3;1
15899;53200;MARIGNE-PEUTON;3;1
2026;53210;SOULGE-SUR-OUETTE;3;1
63;53210;LOUVIGNE;3;1
21919;53210;ARGENTRE;3;2
16822;53220;SAINT-BERTHEVIN-LA-TANNIERE;3;1
6054;53220;LA PELLERINE;3;1
35813;53220;MONTAUDIN;3;1
5438;53220;PONTMAIN;3;1
24658;53220;LARCHAMP;3;1
17682;53220;SAINT-ELLIER-DU-MAINE;3;1
5424;53220;SAINT-MARS-SUR-LA-FUTAIE;3;1
1247;53230;COURBEVEILLE;3;1
18433;53230;COSMES;3;1
12997;53230;MERAL;3;1
35165;53230;ASTILLE;3;1
24713;53230;COSSE-LE-VIVIEN;3;2
21844;53230;LA CHAPELLE-CRAONNAISE;3;1
5999;53240;SAINT-GERMAIN-LE-GUILLAUME;3;1
21390;53240;LA BACONNIERE;3;1
8794;53240;ALEXAIN;3;1
35296;53240;MONTFLOURS;3;1
13894;53240;SAINT-JEAN-SUR-MAYENNE;3;1
19362;53240;PLACE;3;1
5504;53240;SAINT-GERMAIN-LE-FOUILLOUX;3;1
2530;53240;SAINT-GERMAIN-D'ANXURE;3;1
14013;53240;LA BIGOTTIERE;3;1
19640;53240;ANDOUILLE;3;1
1150;53250;COUPTRAIN;3;1
16532;53250;CHARCHIGNE;3;1
22082;53250;CHEVAIGNE-DU-MAINE;3;1
35786;53250;JAVRON-LES-CHAPELLES;3;1
8024;53250;LE HAM;3;1
31484;53250;VILLEPAIL;3;1
11686;53250;SAINT-AIGNAN-DE-COUPTRAIN;3;1
17411;53250;MADRE;3;1
15387;53250;NEUILLY-LE-VENDIN;3;1
8934;53260;FORCE;3;1
10375;53260;ENTRAMMES;3;1
16228;53260;PARNE-SUR-ROC;3;1
23647;53270;BLANDOUET;0;0
23601;53270;SAINT-JEAN-SUR-ERVE;3;1
36706;53270;SAINT-PIERRE-SUR-ERVE;3;1
17062;53270;THORIGNE-EN-CHARNIE;3;1
25887;53270;TORCE-VIVIERS-EN-CHARNIE;3;1
21719;53270;CHAMMES;0;0
26868;53270;SAINTE-SUZANNE;3;1
